RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #4377,	Token ID: 7673,	 score: 31,	type:hag,	skills: {"will":8,"wit":4,"wiles":6,"wisdom":5,"wonder":5,"woe":3}
RANK #4378,	Token ID: 7719,	 score: 31,	type:mage,	skills: {"will":6,"wit":3,"wiles":7,"wisdom":4,"wonder":3,"woe":8}
RANK #4379,	Token ID: 7746,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":6,"wiles":9,"wisdom":0,"wonder":6,"woe":2}
RANK #4380,	Token ID: 7752,	 score: 31,	type:occultist,	skills: {"will":7,"wit":6,"wiles":3,"wisdom":5,"wonder":6,"woe":4}
RANK #4381,	Token ID: 7762,	 score: 31,	type:occultist,	skills: {"will":6,"wit":2,"wiles":9,"wisdom":6,"wonder":1,"woe":7}
RANK #4382,	Token ID: 7783,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":5,"wisdom":3,"wonder":3,"woe":4}
RANK #4383,	Token ID: 7792,	 score: 31,	type:enchantress,	skills: {"will":5,"wit":3,"wiles":9,"wisdom":6,"wonder":1,"woe":7}
RANK #4384,	Token ID: 7798,	 score: 31,	type:mage,	skills: {"will":8,"wit":0,"wiles":7,"wisdom":7,"wonder":5,"woe":4}
RANK #4385,	Token ID: 7799,	 score: 31,	type:seer,	skills: {"will":7,"wit":7,"wiles":8,"wisdom":3,"wonder":2,"woe":4}
RANK #4386,	Token ID: 7804,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":0,"wisdom":9,"wonder":7,"woe":3}
RANK #4387,	Token ID: 7808,	 score: 31,	type:hag,	skills: {"will":0,"wit":6,"wiles":1,"wisdom":9,"wonder":9,"woe":6}
RANK #4388,	Token ID: 7833,	 score: 31,	type:enchantress,	skills: {"will":5,"wit":3,"wiles":9,"wisdom":6,"wonder":1,"woe":7}
RANK #4389,	Token ID: 7844,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":7,"wiles":4,"wisdom":5,"wonder":4,"woe":3}
RANK #4390,	Token ID: 7852,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":7,"wisdom":4,"wonder":1,"woe":9}
RANK #4391,	Token ID: 7884,	 score: 31,	type:occultist,	skills: {"will":8,"wit":2,"wiles":9,"wisdom":5,"wonder":4,"woe":3}
RANK #4392,	Token ID: 7895,	 score: 31,	type:occultist,	skills: {"will":3,"wit":4,"wiles":9,"wisdom":7,"wonder":2,"woe":6}
RANK #4393,	Token ID: 7896,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":7,"wisdom":1,"wonder":3,"woe":6}
RANK #4394,	Token ID: 7933,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":5,"wiles":0,"wisdom":6,"wonder":6,"woe":9}
RANK #4395,	Token ID: 7942,	 score: 31,	type:mage,	skills: {"will":3,"wit":8,"wiles":1,"wisdom":5,"wonder":8,"woe":6}
RANK #4396,	Token ID: 7953,	 score: 31,	type:mage,	skills: {"will":5,"wit":1,"wiles":7,"wisdom":0,"wonder":9,"woe":9}
RANK #4397,	Token ID: 7977,	 score: 31,	type:mage,	skills: {"will":5,"wit":1,"wiles":7,"wisdom":6,"wonder":8,"woe":4}
RANK #4398,	Token ID: 7987,	 score: 31,	type:mage,	skills: {"will":3,"wit":7,"wiles":2,"wisdom":6,"wonder":8,"woe":5}
RANK #4399,	Token ID: 8003,	 score: 31,	type:hag,	skills: {"will":6,"wit":8,"wiles":5,"wisdom":3,"wonder":6,"woe":3}
RANK #4400,	Token ID: 8036,	 score: 31,	type:occultist,	skills: {"will":2,"wit":5,"wiles":7,"wisdom":0,"wonder":8,"woe":9}
RANK #4401,	Token ID: 8095,	 score: 31,	type:occultist,	skills: {"will":8,"wit":4,"wiles":8,"wisdom":2,"wonder":0,"woe":9}
RANK #4402,	Token ID: 8112,	 score: 31,	type:mage,	skills: {"will":6,"wit":7,"wiles":3,"wisdom":0,"wonder":6,"woe":9}
RANK #4403,	Token ID: 8139,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":5,"wisdom":3,"wonder":0,"woe":6}
RANK #4404,	Token ID: 8142,	 score: 31,	type:occultist,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":7,"wonder":4,"woe":9}
RANK #4405,	Token ID: 8164,	 score: 31,	type:mage,	skills: {"will":6,"wit":4,"wiles":4,"wisdom":6,"wonder":2,"woe":9}
RANK #4406,	Token ID: 8165,	 score: 31,	type:occultist,	skills: {"will":4,"wit":1,"wiles":9,"wisdom":8,"wonder":6,"woe":3}
RANK #4407,	Token ID: 8168,	 score: 31,	type:occultist,	skills: {"will":3,"wit":5,"wiles":6,"wisdom":7,"wonder":4,"woe":6}
RANK #4408,	Token ID: 8220,	 score: 31,	type:seer,	skills: {"will":5,"wit":7,"wiles":7,"wisdom":6,"wonder":5,"woe":1}
RANK #4409,	Token ID: 8221,	 score: 31,	type:hag,	skills: {"will":3,"wit":7,"wiles":7,"wisdom":3,"wonder":9,"woe":2}
RANK #4410,	Token ID: 8229,	 score: 31,	type:necromancer,	skills: {"will":5,"wit":0,"wiles":3,"wisdom":8,"wonder":8,"woe":7}
RANK #4411,	Token ID: 8242,	 score: 31,	type:occultist,	skills: {"will":4,"wit":5,"wiles":6,"wisdom":3,"wonder":4,"woe":9}
RANK #4412,	Token ID: 8253,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":5,"wiles":9,"wisdom":0,"wonder":6,"woe":3}
RANK #4413,	Token ID: 8263,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":8,"wiles":2,"wisdom":9,"wonder":5,"woe":3}
RANK #4414,	Token ID: 8267,	 score: 31,	type:seer,	skills: {"will":8,"wit":1,"wiles":3,"wisdom":6,"wonder":6,"woe":7}
RANK #4415,	Token ID: 8278,	 score: 31,	type:hag,	skills: {"will":8,"wit":4,"wiles":4,"wisdom":5,"wonder":8,"woe":2}
RANK #4416,	Token ID: 8282,	 score: 31,	type:seer,	skills: {"will":7,"wit":3,"wiles":7,"wisdom":7,"wonder":2,"woe":5}
RANK #4417,	Token ID: 8284,	 score: 31,	type:hag,	skills: {"will":3,"wit":5,"wiles":2,"wisdom":7,"wonder":9,"woe":5}
RANK #4418,	Token ID: 8287,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":6,"wiles":2,"wisdom":3,"wonder":8,"woe":4}
RANK #4419,	Token ID: 8357,	 score: 31,	type:occultist,	skills: {"will":3,"wit":3,"wiles":4,"wisdom":8,"wonder":7,"woe":6}
RANK #4420,	Token ID: 8392,	 score: 31,	type:mage,	skills: {"will":4,"wit":4,"wiles":7,"wisdom":3,"wonder":5,"woe":8}
RANK #4421,	Token ID: 8396,	 score: 31,	type:seer,	skills: {"will":8,"wit":2,"wiles":5,"wisdom":4,"wonder":4,"woe":8}
RANK #4422,	Token ID: 8418,	 score: 31,	type:seer,	skills: {"will":9,"wit":1,"wiles":3,"wisdom":9,"wonder":7,"woe":2}
RANK #4423,	Token ID: 8424,	 score: 31,	type:occultist,	skills: {"will":0,"wit":8,"wiles":8,"wisdom":1,"wonder":5,"woe":9}
RANK #4424,	Token ID: 8463,	 score: 31,	type:hag,	skills: {"will":2,"wit":5,"wiles":5,"wisdom":8,"wonder":9,"woe":2}
RANK #4425,	Token ID: 8471,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":2,"wisdom":6,"wonder":1,"woe":4}
RANK #4426,	Token ID: 8517,	 score: 31,	type:seer,	skills: {"will":8,"wit":2,"wiles":8,"wisdom":9,"wonder":4,"woe":0}
RANK #4427,	Token ID: 8528,	 score: 31,	type:mage,	skills: {"will":5,"wit":4,"wiles":8,"wisdom":7,"wonder":5,"woe":2}
RANK #4428,	Token ID: 8570,	 score: 31,	type:occultist,	skills: {"will":2,"wit":2,"wiles":9,"wisdom":1,"wonder":8,"woe":9}
RANK #4429,	Token ID: 8600,	 score: 31,	type:mage,	skills: {"will":4,"wit":7,"wiles":6,"wisdom":5,"wonder":5,"woe":4}
RANK #4430,	Token ID: 8611,	 score: 31,	type:mage,	skills: {"will":8,"wit":2,"wiles":4,"wisdom":6,"wonder":9,"woe":2}
RANK #4431,	Token ID: 8630,	 score: 31,	type:hag,	skills: {"will":4,"wit":4,"wiles":5,"wisdom":9,"wonder":6,"woe":3}
RANK #4432,	Token ID: 8644,	 score: 31,	type:occultist,	skills: {"will":5,"wit":5,"wiles":8,"wisdom":1,"wonder":8,"woe":4}
RANK #4433,	Token ID: 8656,	 score: 31,	type:occultist,	skills: {"will":2,"wit":9,"wiles":5,"wisdom":5,"wonder":5,"woe":5}
RANK #4434,	Token ID: 8666,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":6,"wiles":7,"wisdom":5,"wonder":3,"woe":6}
RANK #4435,	Token ID: 8699,	 score: 31,	type:occultist,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":2,"wonder":4,"woe":8}
RANK #4436,	Token ID: 8700,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":4,"wiles":4,"wisdom":2,"wonder":8,"woe":9}
RANK #4437,	Token ID: 8729,	 score: 31,	type:seer,	skills: {"will":5,"wit":1,"wiles":5,"wisdom":6,"wonder":8,"woe":6}
RANK #4438,	Token ID: 8747,	 score: 31,	type:hag,	skills: {"will":8,"wit":2,"wiles":6,"wisdom":7,"wonder":7,"woe":1}
RANK #4439,	Token ID: 8754,	 score: 31,	type:enchantress,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":7,"wonder":4,"woe":3}
RANK #4440,	Token ID: 8760,	 score: 31,	type:hag,	skills: {"will":7,"wit":3,"wiles":4,"wisdom":9,"wonder":3,"woe":5}
RANK #4441,	Token ID: 8773,	 score: 31,	type:enchantress,	skills: {"will":2,"wit":9,"wiles":3,"wisdom":7,"wonder":5,"woe":5}
RANK #4442,	Token ID: 8790,	 score: 31,	type:occultist,	skills: {"will":1,"wit":9,"wiles":9,"wisdom":2,"wonder":1,"woe":9}
RANK #4443,	Token ID: 8804,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":8,"wiles":8,"wisdom":3,"wonder":5,"woe":4}
RANK #4444,	Token ID: 8841,	 score: 31,	type:seer,	skills: {"will":9,"wit":4,"wiles":3,"wisdom":3,"wonder":9,"woe":3}
RANK #4445,	Token ID: 8848,	 score: 31,	type:hag,	skills: {"will":6,"wit":8,"wiles":3,"wisdom":9,"wonder":4,"woe":1}
RANK #4446,	Token ID: 8883,	 score: 31,	type:hag,	skills: {"will":6,"wit":4,"wiles":6,"wisdom":8,"wonder":4,"woe":3}
RANK #4447,	Token ID: 8885,	 score: 31,	type:mage,	skills: {"will":5,"wit":5,"wiles":8,"wisdom":3,"wonder":2,"woe":8}
RANK #4448,	Token ID: 8917,	 score: 31,	type:seer,	skills: {"will":9,"wit":6,"wiles":4,"wisdom":9,"wonder":2,"woe":1}
RANK #4449,	Token ID: 8968,	 score: 31,	type:mage,	skills: {"will":7,"wit":2,"wiles":7,"wisdom":3,"wonder":6,"woe":6}
RANK #4450,	Token ID: 8974,	 score: 31,	type:mage,	skills: {"will":0,"wit":4,"wiles":7,"wisdom":8,"wonder":3,"woe":9}
RANK #4451,	Token ID: 8993,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":4,"wiles":3,"wisdom":5,"wonder":7,"woe":8}
RANK #4452,	Token ID: 8994,	 score: 31,	type:seer,	skills: {"will":9,"wit":4,"wiles":8,"wisdom":4,"wonder":5,"woe":1}
RANK #4453,	Token ID: 9027,	 score: 31,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":5,"wisdom":4,"wonder":4,"woe":1}
RANK #4454,	Token ID: 9028,	 score: 31,	type:mage,	skills: {"will":7,"wit":0,"wiles":4,"wisdom":6,"wonder":5,"woe":9}
RANK #4455,	Token ID: 9032,	 score: 31,	type:mage,	skills: {"will":0,"wit":5,"wiles":7,"wisdom":3,"wonder":8,"woe":8}
RANK #4456,	Token ID: 9041,	 score: 31,	type:occultist,	skills: {"will":4,"wit":7,"wiles":6,"wisdom":2,"wonder":7,"woe":5}
RANK #4457,	Token ID: 9056,	 score: 31,	type:necromancer,	skills: {"will":6,"wit":1,"wiles":3,"wisdom":4,"wonder":8,"woe":9}
RANK #4458,	Token ID: 9058,	 score: 31,	type:hag,	skills: {"will":2,"wit":7,"wiles":2,"wisdom":3,"wonder":9,"woe":8}
RANK #4459,	Token ID: 9086,	 score: 31,	type:mage,	skills: {"will":5,"wit":5,"wiles":4,"wisdom":3,"wonder":7,"woe":7}
RANK #4460,	Token ID: 9096,	 score: 31,	type:occultist,	skills: {"will":0,"wit":5,"wiles":5,"wisdom":8,"wonder":6,"woe":7}
RANK #4461,	Token ID: 9121,	 score: 31,	type:occultist,	skills: {"will":3,"wit":5,"wiles":9,"wisdom":3,"wonder":8,"woe":3}
RANK #4462,	Token ID: 9137,	 score: 31,	type:seer,	skills: {"will":4,"wit":8,"wiles":1,"wisdom":7,"wonder":6,"woe":5}
RANK #4463,	Token ID: 9156,	 score: 31,	type:necromancer,	skills: {"will":7,"wit":7,"wiles":7,"wisdom":2,"wonder":2,"woe":6}
RANK #4464,	Token ID: 9204,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":3,"wisdom":8,"wonder":0,"woe":8}
RANK #4465,	Token ID: 9206,	 score: 31,	type:seer,	skills: {"will":9,"wit":4,"wiles":1,"wisdom":6,"wonder":3,"woe":8}
RANK #4466,	Token ID: 9255,	 score: 31,	type:mage,	skills: {"will":7,"wit":8,"wiles":4,"wisdom":4,"wonder":3,"woe":5}
RANK #4467,	Token ID: 9273,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":4,"wiles":1,"wisdom":6,"wonder":8,"woe":3}
RANK #4468,	Token ID: 9288,	 score: 31,	type:occultist,	skills: {"will":4,"wit":1,"wiles":9,"wisdom":8,"wonder":6,"woe":3}
RANK #4469,	Token ID: 9308,	 score: 31,	type:occultist,	skills: {"will":4,"wit":8,"wiles":4,"wisdom":4,"wonder":2,"woe":9}
RANK #4470,	Token ID: 9341,	 score: 31,	type:enchantress,	skills: {"will":5,"wit":4,"wiles":9,"wisdom":7,"wonder":4,"woe":2}
RANK #4471,	Token ID: 9350,	 score: 31,	type:mage,	skills: {"will":1,"wit":5,"wiles":5,"wisdom":5,"wonder":9,"woe":6}
RANK #4472,	Token ID: 9370,	 score: 31,	type:hag,	skills: {"will":8,"wit":4,"wiles":6,"wisdom":4,"wonder":9,"woe":0}
RANK #4473,	Token ID: 9380,	 score: 31,	type:enchantress,	skills: {"will":2,"wit":9,"wiles":7,"wisdom":7,"wonder":5,"woe":1}
RANK #4474,	Token ID: 9384,	 score: 31,	type:mage,	skills: {"will":6,"wit":5,"wiles":2,"wisdom":8,"wonder":4,"woe":6}
RANK #4475,	Token ID: 9397,	 score: 31,	type:necromancer,	skills: {"will":9,"wit":7,"wiles":3,"wisdom":5,"wonder":3,"woe":4}
RANK #4476,	Token ID: 9399,	 score: 31,	type:mage,	skills: {"will":6,"wit":0,"wiles":8,"wisdom":2,"wonder":9,"woe":6}
RANK #4477,	Token ID: 9410,	 score: 31,	type:occultist,	skills: {"will":7,"wit":1,"wiles":5,"wisdom":5,"wonder":4,"woe":9}
RANK #4478,	Token ID: 9419,	 score: 31,	type:enchantress,	skills: {"will":4,"wit":3,"wiles":5,"wisdom":7,"wonder":7,"woe":5}
RANK #4479,	Token ID: 9422,	 score: 31,	type:occultist,	skills: {"will":1,"wit":4,"wiles":8,"wisdom":8,"wonder":6,"woe":4}
RANK #4480,	Token ID: 9425,	 score: 31,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":7,"wisdom":0,"wonder":5,"woe":7}
RANK #4481,	Token ID: 9452,	 score: 31,	type:seer,	skills: {"will":9,"wit":4,"wiles":7,"wisdom":6,"wonder":2,"woe":3}
RANK #4482,	Token ID: 9471,	 score: 31,	type:seer,	skills: {"will":9,"wit":3,"wiles":3,"wisdom":7,"wonder":5,"woe":4}
RANK #4483,	Token ID: 9489,	 score: 31,	type:necromancer,	skills: {"will":7,"wit":8,"wiles":2,"wisdom":7,"wonder":0,"woe":7}
RANK #4484,	Token ID: 9529,	 score: 31,	type:mage,	skills: {"will":2,"wit":6,"wiles":4,"wisdom":3,"wonder":7,"woe":9}
RANK #4485,	Token ID: 9534,	 score: 31,	type:mage,	skills: {"will":1,"wit":3,"wiles":7,"wisdom":5,"wonder":9,"woe":6}
RANK #4486,	Token ID: 9555,	 score: 31,	type:hag,	skills: {"will":1,"wit":4,"wiles":0,"wisdom":9,"wonder":9,"woe":8}
RANK #4487,	Token ID: 9570,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":5,"wiles":3,"wisdom":4,"wonder":6,"woe":9}
RANK #4488,	Token ID: 9605,	 score: 31,	type:hag,	skills: {"will":7,"wit":3,"wiles":6,"wisdom":9,"wonder":3,"woe":3}
RANK #4489,	Token ID: 9616,	 score: 31,	type:enchantress,	skills: {"will":9,"wit":7,"wiles":7,"wisdom":1,"wonder":0,"woe":7}
RANK #4490,	Token ID: 9618,	 score: 31,	type:hag,	skills: {"will":5,"wit":1,"wiles":6,"wisdom":5,"wonder":7,"woe":7}
RANK #4491,	Token ID: 9625,	 score: 31,	type:mage,	skills: {"will":4,"wit":3,"wiles":7,"wisdom":2,"wonder":6,"woe":9}
RANK #4492,	Token ID: 9640,	 score: 31,	type:hag,	skills: {"will":6,"wit":5,"wiles":3,"wisdom":9,"wonder":8,"woe":0}
RANK #4493,	Token ID: 9657,	 score: 31,	type:seer,	skills: {"will":7,"wit":0,"wiles":8,"wisdom":9,"wonder":4,"woe":3}
RANK #4494,	Token ID: 9678,	 score: 31,	type:hag,	skills: {"will":6,"wit":4,"wiles":1,"wisdom":3,"wonder":9,"woe":8}
RANK #4495,	Token ID: 9697,	 score: 31,	type:seer,	skills: {"will":9,"wit":8,"wiles":1,"wisdom":9,"wonder":4,"woe":0}
RANK #4496,	Token ID: 9699,	 score: 31,	type:hag,	skills: {"will":5,"wit":6,"wiles":0,"wisdom":9,"wonder":5,"woe":6}
RANK #4497,	Token ID: 9704,	 score: 31,	type:mage,	skills: {"will":8,"wit":7,"wiles":4,"wisdom":2,"wonder":8,"woe":2}
RANK #4498,	Token ID: 9710,	 score: 31,	type:mage,	skills: {"will":7,"wit":5,"wiles":8,"wisdom":1,"wonder":8,"woe":2}
RANK #4499,	Token ID: 9714,	 score: 31,	type:occultist,	skills: {"will":4,"wit":9,"wiles":6,"wisdom":5,"wonder":3,"woe":4}
RANK #4500,	Token ID: 9720,	 score: 31,	type:necromancer,	skills: {"will":4,"wit":2,"wiles":5,"wisdom":8,"wonder":4,"woe":8}
RANK #4501,	Token ID: 9,	 score: 30,	type:seer,	skills: {"will":4,"wit":7,"wiles":0,"wisdom":8,"wonder":8,"woe":3}
RANK #4502,	Token ID: 16,	 score: 30,	type:necromancer,	skills: {"will":4,"wit":8,"wiles":0,"wisdom":7,"wonder":2,"woe":9}
RANK #4503,	Token ID: 24,	 score: 30,	type:seer,	skills: {"will":3,"wit":6,"wiles":7,"wisdom":6,"wonder":8,"woe":0}
RANK #4504,	Token ID: 43,	 score: 30,	type:necromancer,	skills: {"will":3,"wit":6,"wiles":3,"wisdom":4,"wonder":5,"woe":9}
RANK #4505,	Token ID: 44,	 score: 30,	type:seer,	skills: {"will":5,"wit":4,"wiles":3,"wisdom":7,"wonder":7,"woe":4}
RANK #4506,	Token ID: 65,	 score: 30,	type:occultist,	skills: {"will":3,"wit":7,"wiles":9,"wisdom":1,"wonder":4,"woe":6}
RANK #4507,	Token ID: 75,	 score: 30,	type:occultist,	skills: {"will":3,"wit":3,"wiles":4,"wisdom":6,"wonder":7,"woe":7}
RANK #4508,	Token ID: 76,	 score: 30,	type:mage,	skills: {"will":4,"wit":8,"wiles":2,"wisdom":2,"wonder":5,"woe":9}
RANK #4509,	Token ID: 86,	 score: 30,	type:seer,	skills: {"will":3,"wit":8,"wiles":4,"wisdom":7,"wonder":3,"woe":5}
RANK #4510,	Token ID: 87,	 score: 30,	type:enchantress,	skills: {"will":7,"wit":6,"wiles":9,"wisdom":8,"wonder":0,"woe":0}
RANK #4511,	Token ID: 114,	 score: 30,	type:mage,	skills: {"will":8,"wit":5,"wiles":1,"wisdom":4,"wonder":6,"woe":6}
RANK #4512,	Token ID: 121,	 score: 30,	type:hag,	skills: {"will":8,"wit":4,"wiles":0,"wisdom":9,"wonder":5,"woe":4}
RANK #4513,	Token ID: 122,	 score: 30,	type:mage,	skills: {"will":6,"wit":0,"wiles":8,"wisdom":3,"wonder":9,"woe":4}
RANK #4514,	Token ID: 167,	 score: 30,	type:enchantress,	skills: {"will":7,"wit":5,"wiles":6,"wisdom":4,"wonder":2,"woe":6}
RANK #4515,	Token ID: 172,	 score: 30,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":9,"wisdom":4,"wonder":3,"woe":0}
RANK #4516,	Token ID: 176,	 score: 30,	type:hag,	skills: {"will":6,"wit":3,"wiles":1,"wisdom":8,"wonder":8,"woe":4}
RANK #4517,	Token ID: 221,	 score: 30,	type:occultist,	skills: {"will":6,"wit":7,"wiles":4,"wisdom":4,"wonder":4,"woe":5}
RANK #4518,	Token ID: 228,	 score: 30,	type:hag,	skills: {"will":7,"wit":5,"wiles":0,"wisdom":9,"wonder":9,"woe":0}
RANK #4519,	Token ID: 230,	 score: 30,	type:necromancer,	skills: {"will":8,"wit":0,"wiles":6,"wisdom":8,"wonder":1,"woe":7}
RANK #4520,	Token ID: 294,	 score: 30,	type:seer,	skills: {"will":9,"wit":6,"wiles":5,"wisdom":9,"wonder":1,"woe":0}
RANK #4521,	Token ID: 302,	 score: 30,	type:seer,	skills: {"will":7,"wit":0,"wiles":8,"wisdom":6,"wonder":2,"woe":7}
RANK #4522,	Token ID: 316,	 score: 30,	type:seer,	skills: {"will":6,"wit":7,"wiles":2,"wisdom":4,"wonder":3,"woe":8}
RANK #4523,	Token ID: 355,	 score: 30,	type:enchantress,	skills: {"will":6,"wit":8,"wiles":3,"wisdom":7,"wonder":0,"woe":6}
RANK #4524,	Token ID: 357,	 score: 30,	type:mage,	skills: {"will":3,"wit":1,"wiles":6,"wisdom":2,"wonder":9,"woe":9}
RANK #4525,	Token ID: 363,	 score: 30,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":4,"wisdom":6,"wonder":1,"woe":5}
RANK #4526,	Token ID: 365,	 score: 30,	type:enchantress,	skills: {"will":6,"wit":8,"wiles":8,"wisdom":3,"wonder":0,"woe":5}
RANK #4527,	Token ID: 378,	 score: 30,	type:mage,	skills: {"will":0,"wit":8,"wiles":2,"wisdom":7,"wonder":4,"woe":9}
RANK #4528,	Token ID: 379,	 score: 30,	type:mage,	skills: {"will":8,"wit":5,"wiles":2,"wisdom":4,"wonder":4,"woe":7}
RANK #4529,	Token ID: 383,	 score: 30,	type:seer,	skills: {"will":4,"wit":1,"wiles":7,"wisdom":9,"wonder":3,"woe":6}
RANK #4530,	Token ID: 384,	 score: 30,	type:mage,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":3,"wonder":2,"woe":8}
RANK #4531,	Token ID: 420,	 score: 30,	type:enchantress,	skills: {"will":4,"wit":4,"wiles":8,"wisdom":2,"wonder":4,"woe":8}
RANK #4532,	Token ID: 438,	 score: 30,	type:occultist,	skills: {"will":1,"wit":7,"wiles":9,"wisdom":1,"wonder":3,"woe":9}
RANK #4533,	Token ID: 447,	 score: 30,	type:seer,	skills: {"will":9,"wit":6,"wiles":1,"wisdom":9,"wonder":1,"woe":4}
RANK #4534,	Token ID: 448,	 score: 30,	type:necromancer,	skills: {"will":3,"wit":4,"wiles":8,"wisdom":3,"wonder":3,"woe":9}
RANK #4535,	Token ID: 452,	 score: 30,	type:seer,	skills: {"will":5,"wit":7,"wiles":1,"wisdom":6,"wonder":7,"woe":4}
RANK #4536,	Token ID: 455,	 score: 30,	type:enchantress,	skills: {"will":2,"wit":9,"wiles":8,"wisdom":3,"wonder":6,"woe":2}
RANK #4537,	Token ID: 475,	 score: 30,	type:enchantress,	skills: {"will":3,"wit":8,"wiles":9,"wisdom":4,"wonder":6,"woe":0}
RANK #4538,	Token ID: 477,	 score: 30,	type:hag,	skills: {"will":4,"wit":6,"wiles":4,"wisdom":9,"wonder":3,"woe":4}
RANK #4539,	Token ID: 488,	 score: 30,	type:enchantress,	skills: {"will":4,"wit":9,"wiles":8,"wisdom":1,"wonder":3,"woe":5}
RANK #4540,	Token ID: 494,	 score: 30,	type:occultist,	skills: {"will":4,"wit":5,"wiles":5,"wisdom":6,"wonder":1,"woe":9}
RANK #4541,	Token ID: 499,	 score: 30,	type:mage,	skills: {"will":0,"wit":7,"wiles":8,"wisdom":7,"wonder":3,"woe":5}
RANK #4542,	Token ID: 505,	 score: 30,	type:occultist,	skills: {"will":7,"wit":6,"wiles":6,"wisdom":1,"wonder":3,"woe":7}
RANK #4543,	Token ID: 511,	 score: 30,	type:necromancer,	skills: {"will":4,"wit":7,"wiles":5,"wisdom":8,"wonder":2,"woe":4}
RANK #4544,	Token ID: 517,	 score: 30,	type:hag,	skills: {"will":1,"wit":5,"wiles":3,"wisdom":9,"wonder":9,"woe":3}
RANK #4545,	Token ID: 528,	 score: 30,	type:occultist,	skills: {"will":5,"wit":7,"wiles":7,"wisdom":2,"wonder":0,"woe":9}
RANK #4546,	Token ID: 538,	 score: 30,	type:hag,	skills: {"will":5,"wit":7,"wiles":2,"wisdom":9,"wonder":5,"woe":2}
RANK #4547,	Token ID: 656,	 score: 30,	type:occultist,	skills: {"will":6,"wit":8,"wiles":6,"wisdom":2,"wonder":4,"woe":4}
RANK #4548,	Token ID: 672,	 score: 30,	type:hag,	skills: {"will":2,"wit":7,"wiles":5,"wisdom":9,"wonder":5,"woe":2}
RANK #4549,	Token ID: 679,	 score: 30,	type:enchantress,	skills: {"will":3,"wit":4,"wiles":7,"wisdom":7,"wonder":7,"woe":2}
RANK #4550,	Token ID: 724,	 score: 30,	type:mage,	skills: {"will":2,"wit":8,"wiles":5,"wisdom":4,"wonder":5,"woe":6}
RANK #4551,	Token ID: 727,	 score: 30,	type:hag,	skills: {"will":0,"wit":4,"wiles":0,"wisdom":9,"wonder":9,"woe":8}
RANK #4552,	Token ID: 728,	 score: 30,	type:necromancer,	skills: {"will":3,"wit":6,"wiles":7,"wisdom":5,"wonder":4,"woe":5}
RANK #4553,	Token ID: 741,	 score: 30,	type:occultist,	skills: {"will":4,"wit":6,"wiles":6,"wisdom":4,"wonder":5,"woe":5}
RANK #4554,	Token ID: 743,	 score: 30,	type:hag,	skills: {"will":7,"wit":7,"wiles":7,"wisdom":3,"wonder":3,"woe":3}
RANK #4555,	Token ID: 760,	 score: 30,	type:occultist,	skills: {"will":0,"wit":7,"wiles":5,"wisdom":8,"wonder":7,"woe":3}
RANK #4556,	Token ID: 769,	 score: 30,	type:occultist,	skills: {"will":2,"wit":1,"wiles":9,"wisdom":7,"wonder":2,"woe":9}
RANK #4557,	Token ID: 774,	 score: 30,	type:necromancer,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":2,"wonder":8,"woe":9}
RANK #4558,	Token ID: 796,	 score: 30,	type:necromancer,	skills: {"will":9,"wit":4,"wiles":3,"wisdom":1,"wonder":5,"woe":8}
RANK #4559,	Token ID: 799,	 score: 30,	type:seer,	skills: {"will":9,"wit":4,"wiles":3,"wisdom":7,"wonder":6,"woe":1}
RANK #4560,	Token ID: 813,	 score: 30,	type:occultist,	skills: {"will":2,"wit":9,"wiles":4,"wisdom":3,"wonder":6,"woe":6}
